player_id,name,team_name,year,games,games_started,innings,wins,losses,ERA,WHIP,strikeouts,walks,hits_allowed,home_runs_allowed,K_per_9,BB_per_9,K_per_game,avg_innings_per_start
669920,Jason Alexander,Athletics,2025,14,13,71.1,4,2,3.66,1.25,60,21,68,12,7.57,2.65,4.615384615384615,5.4692307692307685
686930,Mason Barnett,Athletics,2025,5,5,22.1,1,1,6.85,1.66,18,11,26,3,7.25,4.43,3.6,4.42
674370,Osvaldo Bido,Athletics,2025,26,10,79.2,2,5,5.87,1.61,68,35,93,19,7.68,3.95,6.8,7.92
669372,J.T. Ginn,Athletics,2025,23,16,90.1,4,7,5.08,1.36,99,31,92,17,9.86,3.09,6.1875,5.63125
680684,Gunnar Hoglund,Athletics,2025,6,6,32.1,1,3,6.4,1.52,23,11,38,10,6.4,3.06,3.8333333333333335,5.3500000000000005
682052,Jacob Lopez,Athletics,2025,21,17,92.2,7,7,4.08,1.27,113,37,81,15,10.97,3.59,6.647058823529412,5.423529411764706
806960,Luis Morales,Athletics,2025,10,9,48.2,4,3,3.14,1.15,43,18,38,8,7.95,3.33,4.777777777777778,5.355555555555556
656794,Sean Newcomb,Athletics,2025,12,5,41.0,0,4,3.95,1.76,41,17,55,3,9.0,3.73,8.2,8.2
676664,JP Sears,Athletics,2025,22,22,111.0,7,9,4.95,1.27,97,29,112,23,7.86,2.35,4.409090909090909,5.045454545454546
622663,Luis Severino,Athletics,2025,29,29,162.2,8,11,4.54,1.3,124,50,162,16,6.86,2.77,4.275862068965517,5.593103448275862
687765,Mitch Spence,Athletics,2025,32,8,84.2,3,6,5.1,1.44,66,26,96,16,7.02,2.76,8.25,10.525
605488,Jeffrey Springs,Athletics,2025,32,30,171.0,11,11,4.11,1.21,138,54,153,28,7.26,2.84,4.6,5.7
677952,Braxton Ashcraft,Pittsburgh Pirates,2025,26,8,69.2,4,4,2.71,1.25,71,24,63,3,9.17,3.1,8.875,8.65
681347,Mike Burrows,Pittsburgh Pirates,2025,23,19,96.0,2,4,3.94,1.24,97,31,88,13,9.09,2.91,5.105263157894737,5.052631578947368
663559,Bailey Falter,Pittsburgh Pirates,2025,22,22,113.1,7,5,3.73,1.18,70,39,95,17,5.56,3.1,3.1818181818181817,5.140909090909091
571760,Andrew Heaney,Pittsburgh Pirates,2025,26,23,120.1,5,10,5.39,1.36,84,39,125,24,6.28,2.92,3.652173913043478,5.221739130434782
656605,Mitch Keller,Pittsburgh Pirates,2025,32,32,176.1,6,15,4.19,1.26,150,51,171,21,7.66,2.6,4.6875,5.503125
669387,Carmen Mlodzinski,Pittsburgh Pirates,2025,34,12,99.0,5,8,3.55,1.3,89,27,102,8,8.09,2.45,7.416666666666667,8.25
670912,Johan Oviedo,Pittsburgh Pirates,2025,9,9,40.1,2,1,3.57,1.21,42,23,26,6,9.37,5.13,4.666666666666667,4.455555555555556
694973,Paul Skenes,Pittsburgh Pirates,2025,32,32,187.2,10,10,1.97,0.95,216,42,136,11,10.36,2.01,6.75,5.85
666214,Joey Wentz,Pittsburgh Pirates,2025,14,13,64.0,3,6,4.92,1.42,64,23,68,6,9.0,3.23,4.923076923076923,4.923076923076923
686701,Ryan Bergert,San Diego Padres,2025,11,7,35.2,1,0,2.78,1.18,34,18,24,4,8.58,4.54,4.857142857142857,5.028571428571429
656302,Dylan Cease,San Diego Padres,2025,32,32,168.0,8,12,4.55,1.33,215,71,152,21,11.52,3.8,6.71875,5.25
641482,Nestor Cortes,San Diego Padres,2025,6,6,26.1,1,3,5.47,1.59,21,13,29,8,7.18,4.44,3.5,4.3500000000000005
506433,Yu Darvish,San Diego Padres,2025,15,15,72.0,5,5,5.38,1.18,68,19,66,14,8.5,2.38,4.533333333333333,4.8
606996,Kyle Hart,San Diego Padres,2025,20,6,43.0,3,3,5.86,1.19,37,13,38,9,7.74,2.72,6.166666666666667,7.166666666666667
650633,Michael King,San Diego Padres,2025,15,15,73.1,5,3,3.44,1.2,76,26,62,12,9.33,3.19,5.066666666666666,4.873333333333333
663568,Stephen Kolek,San Diego Padres,2025,14,14,79.2,4,5,4.18,1.31,56,26,78,8,6.33,2.94,4.0,5.6571428571428575
601713,Nick Pivetta,San Diego Padres,2025,31,31,181.2,13,5,2.87,0.99,190,50,129,22,9.41,2.48,6.129032258064516,5.84516129032258
681190,Randy Vásquez,San Diego Padres,2025,28,26,133.2,6,7,3.84,1.32,78,52,125,16,5.25,3.5,3.0,5.123076923076923
