player_id,name,team_name,year,games,at_bats,plate_appearances,hits,doubles,triples,home_runs,rbi,walks,strikeouts,stolen_bases,BA,OBP,SLG,OPS,hits_per_game,HR_per_game,K_rate
542583,Jesús Aguilar,Oakland Athletics,2023,36,104,115,23,2,0,5,9,8,31,0,0.221,0.281,0.385,0.666,0.6388888888888888,0.1388888888888889,0.26956521739130435
669397,Nick Allen,Oakland Athletics,2023,106,303,329,67,4,2,4,20,17,52,5,0.221,0.263,0.287,0.55,0.6320754716981132,0.03773584905660377,0.1580547112462006
668709,JJ Bleday,Oakland Athletics,2023,82,256,303,50,11,0,10,27,42,72,5,0.195,0.31,0.355,0.665,0.6097560975609756,0.12195121951219512,0.2376237623762376
664913,Seth Brown,Oakland Athletics,2023,112,343,378,76,19,1,14,52,30,101,3,0.222,0.286,0.405,0.691,0.6785714285714286,0.125,0.2671957671957672
671732,Lawrence Butler,Oakland Athletics,2023,42,123,129,26,4,0,4,10,4,35,0,0.211,0.24,0.341,0.581,0.6190476190476191,0.09523809523809523,0.2713178294573643
649557,Aledmys Díaz,Oakland Athletics,2023,109,315,344,72,20,1,4,24,17,66,1,0.229,0.28,0.337,0.617,0.6605504587155964,0.03669724770642202,0.19186046511627908
672478,Jordan Diaz,Oakland Athletics,2023,90,272,293,60,9,0,10,27,17,69,0,0.221,0.273,0.364,0.637,0.6666666666666666,0.1111111111111111,0.2354948805460751
680869,Zack Gelof,Oakland Athletics,2023,69,270,300,72,20,1,14,32,26,82,14,0.267,0.337,0.504,0.841,1.0434782608695652,0.2028985507246377,0.2733333333333333
643393,Tony Kemp,Oakland Athletics,2023,124,359,419,75,13,3,5,27,44,40,15,0.209,0.303,0.304,0.607,0.6048387096774194,0.04032258064516129,0.0954653937947494
669127,Shea Langeliers,Oakland Athletics,2023,135,448,490,92,19,4,22,63,34,143,3,0.205,0.268,0.413,0.681,0.6814814814814815,0.16296296296296298,0.29183673469387755
657656,Ramón Laureano,Oakland Athletics,2023,64,225,246,48,10,3,6,21,17,73,8,0.213,0.28,0.364,0.644,0.75,0.09375,0.2967479674796748
657656,Ramón Laureano,Oakland Athletics,2023,41,136,158,33,8,1,3,14,16,41,4,0.243,0.342,0.382,0.724,0.8048780487804879,0.07317073170731707,0.25949367088607594
657656,Ramón Laureano,Oakland Athletics,2023,105,361,404,81,18,4,9,35,33,114,12,0.224,0.304,0.371,0.675,0.7714285714285715,0.08571428571428572,0.28217821782178215
676116,Ryan Noda,Oakland Athletics,2023,128,406,495,93,22,1,16,54,77,170,3,0.229,0.364,0.406,0.77,0.7265625,0.125,0.3434343434343434
542208,Carlos Pérez,Oakland Athletics,2023,68,168,189,38,4,0,6,20,13,40,0,0.226,0.293,0.357,0.65,0.5588235294117647,0.08823529411764706,0.21164021164021163
607054,Jace Peterson,Oakland Athletics,2023,93,281,324,62,7,2,6,28,36,77,11,0.221,0.313,0.324,0.637,0.6666666666666666,0.06451612903225806,0.23765432098765432
607054,Jace Peterson,Oakland Athletics,2023,134,374,430,79,10,4,6,37,47,101,15,0.211,0.304,0.307,0.611,0.5895522388059702,0.04477611940298507,0.23488372093023255
667670,Brent Rooker,Oakland Athletics,2023,137,463,526,114,20,1,30,69,49,172,4,0.246,0.329,0.488,0.817,0.8321167883211679,0.21897810218978103,0.3269961977186312
665923,Esteury Ruiz,Oakland Athletics,2023,132,449,497,114,24,1,5,47,20,99,67,0.254,0.309,0.345,0.654,0.8636363636363636,0.03787878787878788,0.19919517102615694
675656,Kevin Smith,Oakland Athletics,2023,49,135,146,25,4,0,5,11,5,51,1,0.185,0.22,0.326,0.546,0.5102040816326531,0.10204081632653061,0.3493150684931507
691016,Tyler Soderstrom,Oakland Athletics,2023,45,125,138,20,1,0,3,7,11,43,0,0.16,0.232,0.24,0.472,0.4444444444444444,0.06666666666666667,0.3115942028985507
678225,Ji Hwan Bae,Pittsburgh Pirates,2023,111,334,371,77,17,2,2,32,30,92,24,0.231,0.296,0.311,0.607,0.6936936936936937,0.018018018018018018,0.24797843665768193
666801,Rodolfo Castro,Pittsburgh Pirates,2023,78,197,224,45,7,0,6,22,21,62,1,0.228,0.317,0.355,0.672,0.5769230769230769,0.07692307692307693,0.2767857142857143
666801,Rodolfo Castro,Pittsburgh Pirates,2023,92,227,256,48,7,0,6,24,23,74,1,0.211,0.297,0.322,0.619,0.5217391304347826,0.06521739130434782,0.2890625
596847,Ji Man Choi,Pittsburgh Pirates,2023,39,104,117,17,5,0,6,13,10,35,0,0.163,0.239,0.385,0.624,0.4358974358974359,0.15384615384615385,0.29914529914529914
