game_id,date,year,home_team,home_abbr,away_team,away_abbr,home_score,away_score,home_win,winning_team,losing_team,home_pitcher,away_pitcher,venue
663178,2022-04-07,2022,Chicago Cubs,112,Milwaukee Brewers,158,5,4,1,Chicago Cubs,Milwaukee Brewers,Kyle Hendricks,Corbin Burnes,Wrigley Field
662766,2022-04-07,2022,Kansas City Royals,118,Cleveland Guardians,114,3,1,1,Kansas City Royals,Cleveland Guardians,Zack Greinke,Shane Bieber,Kauffman Stadium
662021,2022-04-07,2022,St. Louis Cardinals,138,Pittsburgh Pirates,134,9,0,1,St. Louis Cardinals,Pittsburgh Pirates,Adam Wainwright,JT Brubaker,Busch Stadium
662571,2022-04-07,2022,Washington Nationals,120,New York Mets,121,1,5,0,New York Mets,Washington Nationals,Patrick Corbin,Tylor Megill,Nationals Park
661577,2022-04-07,2022,Atlanta Braves,144,Cincinnati Reds,113,3,6,0,Cincinnati Reds,Atlanta Braves,Max Fried,Tyler Mahle,Truist Park
661042,2022-04-07,2022,Los Angeles Angels,108,Houston Astros,117,1,3,0,Houston Astros,Los Angeles Angels,Shohei Ohtani,Framber Valdez,Angel Stadium
663418,2022-04-07,2022,Arizona Diamondbacks,109,San Diego Padres,135,4,2,1,Arizona Diamondbacks,San Diego Padres,Madison Bumgarner,Yu Darvish,Chase Field
661333,2022-04-08,2022,New York Yankees,147,Boston Red Sox,111,6,5,1,New York Yankees,Boston Red Sox,Gerrit Cole,Nathan Eovaldi,Yankee Stadium
662888,2022-04-08,2022,Detroit Tigers,116,Chicago White Sox,145,5,4,1,Detroit Tigers,Chicago White Sox,Eduardo Rodriguez,Lucas Giolito,Comerica Park
661131,2022-04-08,2022,Philadelphia Phillies,143,Oakland Athletics,133,9,5,1,Philadelphia Phillies,Oakland Athletics,Aaron Nola,Frankie Montas,Citizens Bank Park
661918,2022-04-08,2022,Tampa Bay Rays,139,Baltimore Orioles,110,2,1,1,Tampa Bay Rays,Baltimore Orioles,Shane McClanahan,John Means,Tropicana Field
662933,2022-04-08,2022,Colorado Rockies,115,Los Angeles Dodgers,119,3,5,0,Los Angeles Dodgers,Colorado Rockies,Kyle Freeland,Walker Buehler,Coors Field
661750,2022-04-08,2022,Minnesota Twins,142,Seattle Mariners,136,1,2,0,Seattle Mariners,Minnesota Twins,Joe Ryan,Robbie Ray,Target Field
662124,2022-04-08,2022,San Francisco Giants,137,Miami Marlins,146,6,5,1,San Francisco Giants,Miami Marlins,Logan Webb,Sandy Alcantara,Oracle Park
662559,2022-04-08,2022,Washington Nationals,120,New York Mets,121,3,7,0,New York Mets,Washington Nationals,Josiah Gray,Max Scherzer,Nationals Park
661782,2022-04-08,2022,Toronto Blue Jays,141,Texas Rangers,140,10,8,1,Toronto Blue Jays,Texas Rangers,José Berríos,Jon Gray,Rogers Centre
661576,2022-04-08,2022,Atlanta Braves,144,Cincinnati Reds,113,7,6,1,Atlanta Braves,Cincinnati Reds,Charlie Morton,Reiver Sanmartin,Truist Park
661041,2022-04-08,2022,Los Angeles Angels,108,Houston Astros,117,6,13,0,Houston Astros,Los Angeles Angels,Reid Detmers,Jake Odorizzi,Angel Stadium
663417,2022-04-08,2022,Arizona Diamondbacks,109,San Diego Padres,135,0,3,0,San Diego Padres,Arizona Diamondbacks,Merrill Kelly,Sean Manaea,Chase Field
661917,2022-04-09,2022,Tampa Bay Rays,139,Baltimore Orioles,110,5,3,1,Tampa Bay Rays,Baltimore Orioles,Drew Rasmussen,Jordan Lyles,Tropicana Field
662864,2022-04-09,2022,Detroit Tigers,116,Chicago White Sox,145,2,5,0,Chicago White Sox,Detroit Tigers,Casey Mize,Dylan Cease,Comerica Park
661756,2022-04-09,2022,Minnesota Twins,142,Seattle Mariners,136,3,4,0,Seattle Mariners,Minnesota Twins,Sonny Gray,Logan Gilbert,Target Field
662020,2022-04-09,2022,St. Louis Cardinals,138,Pittsburgh Pirates,134,6,2,1,St. Louis Cardinals,Pittsburgh Pirates,Miles Mikolas,Mitch Keller,Busch Stadium
663205,2022-04-09,2022,Chicago Cubs,112,Milwaukee Brewers,158,9,0,1,Chicago Cubs,Milwaukee Brewers,Justin Steele,Brandon Woodruff,Wrigley Field
661803,2022-04-09,2022,Toronto Blue Jays,141,Texas Rangers,140,4,3,1,Toronto Blue Jays,Texas Rangers,Kevin Gausman,Dane Dunning,Rogers Centre
661130,2022-04-09,2022,Philadelphia Phillies,143,Oakland Athletics,133,4,2,1,Philadelphia Phillies,Oakland Athletics,Kyle Gibson,Cole Irvin,Citizens Bank Park
662123,2022-04-09,2022,San Francisco Giants,137,Miami Marlins,146,1,2,0,Miami Marlins,San Francisco Giants,Carlos Rodón,Pablo López,Oracle Park
661332,2022-04-09,2022,New York Yankees,147,Boston Red Sox,111,4,2,1,New York Yankees,Boston Red Sox,Luis Severino,Nick Pivetta,Yankee Stadium
662765,2022-04-09,2022,Kansas City Royals,118,Cleveland Guardians,114,1,0,1,Kansas City Royals,Cleveland Guardians,Brad Keller,Zach Plesac,Kauffman Stadium
662588,2022-04-09,2022,Washington Nationals,120,New York Mets,121,0,5,0,New York Mets,Washington Nationals,Joan Adon,Chris Bassitt,Nationals Park
661575,2022-04-09,2022,Atlanta Braves,144,Cincinnati Reds,113,2,1,1,Atlanta Braves,Cincinnati Reds,Kyle Wright,Vladimir Gutierrez,Truist Park
662931,2022-04-09,2022,Colorado Rockies,115,Los Angeles Dodgers,119,3,2,1,Colorado Rockies,Los Angeles Dodgers,Germán Márquez,Tony Gonsolin,Coors Field
663404,2022-04-09,2022,Arizona Diamondbacks,109,San Diego Padres,135,2,5,0,San Diego Padres,Arizona Diamondbacks,Zach Davies,Joe Musgrove,Chase Field
661040,2022-04-09,2022,Los Angeles Angels,108,Houston Astros,117,2,0,1,Los Angeles Angels,Houston Astros,Noah Syndergaard,Justin Verlander,Angel Stadium
661129,2022-04-10,2022,Philadelphia Phillies,143,Oakland Athletics,133,1,4,0,Oakland Athletics,Philadelphia Phillies,Zach Eflin,Daulton Jefferies,Citizens Bank Park
661916,2022-04-10,2022,Tampa Bay Rays,139,Baltimore Orioles,110,8,0,1,Tampa Bay Rays,Baltimore Orioles,Corey Kluber,Tyler Wells,Tropicana Field
662887,2022-04-10,2022,Detroit Tigers,116,Chicago White Sox,145,1,10,0,Chicago White Sox,Detroit Tigers,Tarik Skubal,Michael Kopech,Comerica Park
662570,2022-04-10,2022,Washington Nationals,120,New York Mets,121,4,2,1,Washington Nationals,New York Mets,Erick Fedde,Carlos Carrasco,Nationals Park
661573,2022-04-10,2022,Atlanta Braves,144,Cincinnati Reds,113,3,6,0,Cincinnati Reds,Atlanta Braves,Ian Anderson,Hunter Greene,Truist Park
661802,2022-04-10,2022,Toronto Blue Jays,141,Texas Rangers,140,6,12,0,Texas Rangers,Toronto Blue Jays,Hyun Jin Ryu,Spencer Howard,Rogers Centre
662755,2022-04-10,2022,Kansas City Royals,118,Cleveland Guardians,114,3,17,0,Cleveland Guardians,Kansas City Royals,Kris Bubic,Cal Quantrill,Kauffman Stadium
661738,2022-04-10,2022,Minnesota Twins,142,Seattle Mariners,136,10,4,1,Minnesota Twins,Seattle Mariners,Bailey Ober,Marco Gonzales,Target Field
662019,2022-04-10,2022,St. Louis Cardinals,138,Pittsburgh Pirates,134,4,9,0,Pittsburgh Pirates,St. Louis Cardinals,Steven Matz,Bryse Wilson,Busch Stadium
663204,2022-04-10,2022,Chicago Cubs,112,Milwaukee Brewers,158,4,5,0,Milwaukee Brewers,Chicago Cubs,Marcus Stroman,Freddy Peralta,Wrigley Field
662934,2022-04-10,2022,Colorado Rockies,115,Los Angeles Dodgers,119,9,4,1,Colorado Rockies,Los Angeles Dodgers,Antonio Senzatela,Julio Urías,Coors Field
662122,2022-04-10,2022,San Francisco Giants,137,Miami Marlins,146,3,2,1,San Francisco Giants,Miami Marlins,Anthony DeSclafani,Trevor Rogers,Oracle Park
661039,2022-04-10,2022,Los Angeles Angels,108,Houston Astros,117,1,4,0,Houston Astros,Los Angeles Angels,José Suarez,José Urquidy,Angel Stadium
663395,2022-04-10,2022,Arizona Diamondbacks,109,San Diego Padres,135,5,10,0,San Diego Padres,Arizona Diamondbacks,Caleb Smith,Blake Snell,Chase Field
661316,2022-04-10,2022,New York Yankees,147,Boston Red Sox,111,3,4,0,Boston Red Sox,New York Yankees,Jordan Montgomery,Tanner Houck,Yankee Stadium
662754,2022-04-11,2022,Kansas City Royals,118,Cleveland Guardians,114,7,10,0,Cleveland Guardians,Kansas City Royals,Carlos Hernández,Aaron Civale,Kauffman Stadium
663403,2022-04-11,2022,Baltimore Orioles,110,Milwaukee Brewers,158,2,0,1,Baltimore Orioles,Milwaukee Brewers,Bruce Zimmermann,Adrian Houser,Oriole Park at Camden Yards
662042,2022-04-11,2022,Texas Rangers,140,Colorado Rockies,115,4,6,0,Colorado Rockies,Texas Rangers,Taylor Hearn,Austin Gomber,Globe Life Field
662863,2022-04-11,2022,Detroit Tigers,116,Boston Red Sox,111,3,1,1,Detroit Tigers,Boston Red Sox,Matt Manning,Michael Wacha,Comerica Park
661915,2022-04-11,2022,Tampa Bay Rays,139,Oakland Athletics,133,2,13,0,Oakland Athletics,Tampa Bay Rays,Luis Patiño,Paul Blackburn,Tropicana Field
661637,2022-04-11,2022,Philadelphia Phillies,143,New York Mets,121,5,4,1,Philadelphia Phillies,New York Mets,Ranger Suárez,Taijuan Walker,Citizens Bank Park
661315,2022-04-11,2022,New York Yankees,147,Toronto Blue Jays,141,0,3,0,Toronto Blue Jays,New York Yankees,Jameson Taillon,Alek Manoah,Yankee Stadium
661572,2022-04-11,2022,Atlanta Braves,144,Washington Nationals,120,2,11,0,Washington Nationals,Atlanta Braves,Huascar Ynoa,Josh Rogers,Truist Park
661754,2022-04-11,2022,Minnesota Twins,142,Seattle Mariners,136,4,0,1,Minnesota Twins,Seattle Mariners,Dylan Bundy,Chris Flexen,Target Field
661036,2022-04-11,2022,Los Angeles Angels,108,Miami Marlins,146,6,2,1,Los Angeles Angels,Miami Marlins,Michael Lorenzen,Elieser Hernández,Angel Stadium
662116,2022-04-11,2022,San Francisco Giants,137,San Diego Padres,135,2,4,0,San Diego Padres,San Francisco Giants,Alex Wood,Nick Martinez,Oracle Park
662862,2022-04-12,2022,Detroit Tigers,116,Boston Red Sox,111,3,5,0,Boston Red Sox,Detroit Tigers,Tyler Alexander,Rich Hill,Comerica Park
663088,2022-04-12,2022,Cincinnati Reds,113,Cleveland Guardians,114,5,10,0,Cleveland Guardians,Cincinnati Reds,Tyler Mahle,Shane Bieber,Great American Ball Park
661538,2022-04-12,2022,Chicago White Sox,145,Seattle Mariners,136,3,2,1,Chicago White Sox,Seattle Mariners,Vince Velasquez,Matt Brash,Guaranteed Rate Field
662318,2022-04-12,2022,Pittsburgh Pirates,134,Chicago Cubs,112,1,2,0,Chicago Cubs,Pittsburgh Pirates,Jose Quintana,Drew Smyly,PNC Park
661944,2022-04-12,2022,Tampa Bay Rays,139,Oakland Athletics,133,9,8,1,Tampa Bay Rays,Oakland Athletics,Tommy Romero,Adam Oller,Tropicana Field
661636,2022-04-12,2022,Philadelphia Phillies,143,New York Mets,121,0,2,0,New York Mets,Philadelphia Phillies,Zack Wheeler,Tylor Megill,Citizens Bank Park
661314,2022-04-12,2022,New York Yankees,147,Toronto Blue Jays,141,4,0,1,New York Yankees,Toronto Blue Jays,Nestor Cortes,Yusei Kikuchi,Yankee Stadium
663295,2022-04-12,2022,Baltimore Orioles,110,Milwaukee Brewers,158,4,5,0,Milwaukee Brewers,Baltimore Orioles,Spenser Watkins,Eric Lauer,Oriole Park at Camden Yards
661038,2022-04-12,2022,Los Angeles Angels,108,Miami Marlins,146,4,3,1,Los Angeles Angels,Miami Marlins,Patrick Sandoval,Jesús Luzardo,Angel Stadium
661571,2022-04-12,2022,Atlanta Braves,144,Washington Nationals,120,16,4,1,Atlanta Braves,Washington Nationals,Bryce Elder,Patrick Corbin,Truist Park
661753,2022-04-12,2022,Minnesota Twins,142,Los Angeles Dodgers,119,2,7,0,Los Angeles Dodgers,Minnesota Twins,Chris Archer,Andrew Heaney,Target Field
662017,2022-04-12,2022,St. Louis Cardinals,138,Kansas City Royals,118,6,5,1,St. Louis Cardinals,Kansas City Royals,Dakota Hudson,Daniel Lynch IV,Busch Stadium
661995,2022-04-12,2022,Texas Rangers,140,Colorado Rockies,115,1,4,0,Colorado Rockies,Texas Rangers,Martín Pérez,Chad Kuhl,Globe Life Field
663411,2022-04-12,2022,Arizona Diamondbacks,109,Houston Astros,117,1,2,0,Houston Astros,Arizona Diamondbacks,Madison Bumgarner,Luis Garcia,Chase Field
662104,2022-04-12,2022,San Francisco Giants,137,San Diego Padres,135,13,2,1,San Francisco Giants,San Diego Padres,Alex Cobb,Yu Darvish,Oracle Park
661570,2022-04-13,2022,Atlanta Braves,144,Washington Nationals,120,1,3,0,Washington Nationals,Atlanta Braves,Max Fried,Josiah Gray,Truist Park
663117,2022-04-13,2022,Cincinnati Reds,113,Cleveland Guardians,114,3,7,0,Cleveland Guardians,Cincinnati Reds,Nick Lodolo,Triston McKenzie,Great American Ball Park
662317,2022-04-13,2022,Pittsburgh Pirates,134,Chicago Cubs,112,6,2,1,Pittsburgh Pirates,Chicago Cubs,Zach Thompson,Kyle Hendricks,PNC Park
661643,2022-04-13,2022,Philadelphia Phillies,143,New York Mets,121,6,9,0,New York Mets,Philadelphia Phillies,Aaron Nola,Max Scherzer,Citizens Bank Park
662885,2022-04-13,2022,Detroit Tigers,116,Boston Red Sox,111,7,9,0,Boston Red Sox,Detroit Tigers,Eduardo Rodriguez,Nathan Eovaldi,Comerica Park
661734,2022-04-13,2022,Minnesota Twins,142,Los Angeles Dodgers,119,0,7,0,Los Angeles Dodgers,Minnesota Twins,Chris Paddack,Clayton Kershaw,Target Field
663341,2022-04-13,2022,Arizona Diamondbacks,109,Houston Astros,117,3,2,1,Arizona Diamondbacks,Houston Astros,Merrill Kelly,Framber Valdez,Chase Field
662115,2022-04-13,2022,San Francisco Giants,137,San Diego Padres,135,2,1,1,San Francisco Giants,San Diego Padres,Logan Webb,Sean Manaea,Oracle Park
661943,2022-04-13,2022,Tampa Bay Rays,139,Oakland Athletics,133,2,4,0,Oakland Athletics,Tampa Bay Rays,Shane McClanahan,Frankie Montas,Tropicana Field
661313,2022-04-13,2022,New York Yankees,147,Toronto Blue Jays,141,4,6,0,Toronto Blue Jays,New York Yankees,Gerrit Cole,José Berríos,Yankee Stadium
663433,2022-04-13,2022,Baltimore Orioles,110,Milwaukee Brewers,158,2,4,0,Milwaukee Brewers,Baltimore Orioles,John Means,Corbin Burnes,Oriole Park at Camden Yards
661530,2022-04-13,2022,Chicago White Sox,145,Seattle Mariners,136,6,4,1,Chicago White Sox,Seattle Mariners,Dallas Keuchel,Robbie Ray,Guaranteed Rate Field
661942,2022-04-14,2022,Tampa Bay Rays,139,Oakland Athletics,133,3,6,0,Oakland Athletics,Tampa Bay Rays,Josh Fleming,Cole Irvin,Tropicana Field
661529,2022-04-14,2022,Chicago White Sox,145,Seattle Mariners,136,1,5,0,Seattle Mariners,Chicago White Sox,Jimmy Lambert,Logan Gilbert,Guaranteed Rate Field
661292,2022-04-14,2022,Milwaukee Brewers,158,St. Louis Cardinals,138,5,1,1,Milwaukee Brewers,St. Louis Cardinals,Brandon Woodruff,Adam Wainwright,American Family Field
662307,2022-04-14,2022,Pittsburgh Pirates,134,Washington Nationals,120,9,4,1,Pittsburgh Pirates,Washington Nationals,JT Brubaker,Joan Adon,PNC Park
661418,2022-04-14,2022,Miami Marlins,146,Philadelphia Phillies,143,4,3,1,Miami Marlins,Philadelphia Phillies,Sandy Alcantara,Kyle Gibson,loanDepot park
661312,2022-04-14,2022,New York Yankees,147,Toronto Blue Jays,141,3,0,1,New York Yankees,Toronto Blue Jays,Luis Severino,Kevin Gausman,Yankee Stadium
661993,2022-04-14,2022,Texas Rangers,140,Los Angeles Angels,108,10,5,1,Texas Rangers,Los Angeles Angels,Dane Dunning,Shohei Ohtani,Globe Life Field
662702,2022-04-14,2022,Kansas City Royals,118,Detroit Tigers,116,2,4,0,Detroit Tigers,Kansas City Royals,Zack Greinke,Casey Mize,Kauffman Stadium
662237,2022-04-14,2022,San Diego Padres,135,Atlanta Braves,144,12,1,1,San Diego Padres,Atlanta Braves,Joe Musgrove,Charlie Morton,Petco Park
662950,2022-04-14,2022,Colorado Rockies,115,Chicago Cubs,112,2,5,0,Chicago Cubs,Colorado Rockies,Kyle Freeland,Justin Steele,Coors Field
662627,2022-04-14,2022,Los Angeles Dodgers,119,Cincinnati Reds,113,9,3,1,Los Angeles Dodgers,Cincinnati Reds,Walker Buehler,Luis Cessa,Dodger Stadium
662485,2022-04-15,2022,New York Mets,121,Arizona Diamondbacks,109,10,3,1,New York Mets,Arizona Diamondbacks,Chris Bassitt,Zach Davies,Citi Field
663265,2022-04-15,2022,Boston Red Sox,111,Minnesota Twins,142,4,8,0,Minnesota Twins,Boston Red Sox,Nick Pivetta,Joe Ryan,Fenway Park
662291,2022-04-15,2022,Pittsburgh Pirates,134,Washington Nationals,120,2,7,0,Washington Nationals,Pittsburgh Pirates,Mitch Keller,Erick Fedde,PNC Park
661417,2022-04-15,2022,Miami Marlins,146,Philadelphia Phillies,143,7,1,1,Miami Marlins,Philadelphia Phillies,Pablo López,Zach Eflin,loanDepot park
663357,2022-04-15,2022,Baltimore Orioles,110,New York Yankees,147,2,1,1,Baltimore Orioles,New York Yankees,Jordan Lyles,Jordan Montgomery,Oriole Park at Camden Yards
661792,2022-04-15,2022,Toronto Blue Jays,141,Oakland Athletics,133,4,1,1,Toronto Blue Jays,Oakland Athletics,Ross Stripling,Daulton Jefferies,Rogers Centre
663136,2022-04-15,2022,Cleveland Guardians,114,San Francisco Giants,137,1,4,0,San Francisco Giants,Cleveland Guardians,Zach Plesac,Carlos Rodón,Progressive Field
661528,2022-04-15,2022,Chicago White Sox,145,Tampa Bay Rays,139,3,2,1,Chicago White Sox,Tampa Bay Rays,Dylan Cease,Drew Rasmussen,Guaranteed Rate Field
662014,2022-04-15,2022,Texas Rangers,140,Los Angeles Angels,108,6,9,0,Los Angeles Angels,Texas Rangers,Matt Bush,Reid Detmers,Globe Life Field
662701,2022-04-15,2022,Kansas City Royals,118,Detroit Tigers,116,1,2,0,Detroit Tigers,Kansas City Royals,Brad Keller,Tarik Skubal,Kauffman Stadium
661267,2022-04-15,2022,Milwaukee Brewers,158,St. Louis Cardinals,138,1,10,0,St. Louis Cardinals,Milwaukee Brewers,Freddy Peralta,Miles Mikolas,American Family Field
662960,2022-04-15,2022,Colorado Rockies,115,Chicago Cubs,112,6,5,1,Colorado Rockies,Chicago Cubs,Germán Márquez,Marcus Stroman,Coors Field
662236,2022-04-15,2022,San Diego Padres,135,Atlanta Braves,144,2,5,0,Atlanta Braves,San Diego Padres,MacKenzie Gore,Kyle Wright,Petco Park
662192,2022-04-15,2022,Seattle Mariners,136,Houston Astros,117,11,1,1,Seattle Mariners,Houston Astros,Marco Gonzales,Jake Odorizzi,T-Mobile Park
662620,2022-04-15,2022,Los Angeles Dodgers,119,Cincinnati Reds,113,3,1,1,Los Angeles Dodgers,Cincinnati Reds,Tony Gonsolin,Vladimir Gutierrez,Dodger Stadium
662626,2022-04-16,2022,New York Mets,121,Arizona Diamondbacks,109,2,3,0,Arizona Diamondbacks,New York Mets,Carlos Carrasco,Zac Gallen,Citi Field
661527,2022-04-16,2022,Chicago White Sox,145,Tampa Bay Rays,139,3,2,1,Chicago White Sox,Tampa Bay Rays,Michael Kopech,Corey Kluber,Guaranteed Rate Field
661759,2022-04-16,2022,Toronto Blue Jays,141,Oakland Athletics,133,5,7,0,Oakland Athletics,Toronto Blue Jays,Hyun Jin Ryu,Paul Blackburn,Rogers Centre
662235,2022-04-16,2022,San Diego Padres,135,Atlanta Braves,144,2,5,0,Atlanta Braves,San Diego Padres,Nick Martinez,Ian Anderson,Petco Park
662798,2022-04-16,2022,Kansas City Royals,118,Detroit Tigers,116,3,1,1,Kansas City Royals,Detroit Tigers,Kris Bubic,Matt Manning,Kauffman Stadium
663238,2022-04-16,2022,Boston Red Sox,111,Minnesota Twins,142,4,0,1,Boston Red Sox,Minnesota Twins,Tanner Houck,Sonny Gray,Fenway Park
663076,2022-04-16,2022,Cleveland Guardians,114,San Francisco Giants,137,2,4,0,San Francisco Giants,Cleveland Guardians,Cal Quantrill,Anthony DeSclafani,Progressive Field
661416,2022-04-16,2022,Miami Marlins,146,Philadelphia Phillies,143,3,10,0,Philadelphia Phillies,Miami Marlins,Trevor Rogers,Ranger Suárez,loanDepot park
662290,2022-04-16,2022,Pittsburgh Pirates,134,Washington Nationals,120,6,4,1,Pittsburgh Pirates,Washington Nationals,Bryse Wilson,Josh Rogers,PNC Park
661981,2022-04-16,2022,Texas Rangers,140,Los Angeles Angels,108,2,7,0,Los Angeles Angels,Texas Rangers,Taylor Hearn,Noah Syndergaard,Globe Life Field
663266,2022-04-16,2022,Baltimore Orioles,110,New York Yankees,147,2,5,0,New York Yankees,Baltimore Orioles,Tyler Wells,Jameson Taillon,Oriole Park at Camden Yards
661335,2022-04-16,2022,Milwaukee Brewers,158,St. Louis Cardinals,138,1,2,0,St. Louis Cardinals,Milwaukee Brewers,Adrian Houser,Steven Matz,American Family Field
662966,2022-04-16,2022,Colorado Rockies,115,Chicago Cubs,112,9,6,1,Colorado Rockies,Chicago Cubs,Antonio Senzatela,Mark Leiter Jr.,Coors Field
662206,2022-04-16,2022,Seattle Mariners,136,Houston Astros,117,0,4,0,Houston Astros,Seattle Mariners,Chris Flexen,Justin Verlander,T-Mobile Park
662619,2022-04-16,2022,Los Angeles Dodgers,119,Cincinnati Reds,113,5,2,1,Los Angeles Dodgers,Cincinnati Reds,Julio Urías,Hunter Greene,Dodger Stadium
663365,2022-04-17,2022,Baltimore Orioles,110,New York Yankees,147,5,0,1,Baltimore Orioles,New York Yankees,Bruce Zimmermann,Nestor Cortes,Oriole Park at Camden Yards
662294,2022-04-17,2022,Pittsburgh Pirates,134,Washington Nationals,120,5,3,1,Pittsburgh Pirates,Washington Nationals,Jose Quintana,Patrick Corbin,PNC Park
663308,2022-04-17,2022,Boston Red Sox,111,Minnesota Twins,142,8,1,1,Boston Red Sox,Minnesota Twins,Michael Wacha,Bailey Ober,Fenway Park
661804,2022-04-17,2022,Toronto Blue Jays,141,Oakland Athletics,133,4,3,1,Toronto Blue Jays,Oakland Athletics,Alek Manoah,Adam Oller,Rogers Centre
662625,2022-04-17,2022,New York Mets,121,Arizona Diamondbacks,109,5,0,1,New York Mets,Arizona Diamondbacks,David Peterson,Humberto Castellanos,Citi Field
663132,2022-04-17,2022,Cleveland Guardians,114,San Francisco Giants,137,1,8,0,San Francisco Giants,Cleveland Guardians,Aaron Civale,Alex Wood,Progressive Field
661415,2022-04-17,2022,Miami Marlins,146,Philadelphia Phillies,143,11,3,1,Miami Marlins,Philadelphia Phillies,Elieser Hernández,Zack Wheeler,loanDepot park
661462,2022-04-17,2022,Chicago White Sox,145,Tampa Bay Rays,139,3,9,0,Tampa Bay Rays,Chicago White Sox,Vince Velasquez,J.P. Feyereisen,Guaranteed Rate Field
661226,2022-04-17,2022,Milwaukee Brewers,158,St. Louis Cardinals,138,6,5,1,Milwaukee Brewers,St. Louis Cardinals,Aaron Ashby,Dakota Hudson,American Family Field
662038,2022-04-17,2022,Texas Rangers,140,Los Angeles Angels,108,3,8,0,Los Angeles Angels,Texas Rangers,Martín Pérez,José Suarez,Globe Life Field
662930,2022-04-17,2022,Colorado Rockies,115,Chicago Cubs,112,4,6,0,Chicago Cubs,Colorado Rockies,Austin Gomber,Drew Smyly,Coors Field
662618,2022-04-17,2022,Los Angeles Dodgers,119,Cincinnati Reds,113,9,1,1,Los Angeles Dodgers,Cincinnati Reds,Andrew Heaney,Tyler Mahle,Dodger Stadium
662174,2022-04-17,2022,Seattle Mariners,136,Houston Astros,117,7,2,1,Seattle Mariners,Houston Astros,Matt Brash,José Urquidy,T-Mobile Park
662234,2022-04-17,2022,San Diego Padres,135,Atlanta Braves,144,2,1,1,San Diego Padres,Atlanta Braves,Yu Darvish,Bryce Elder,Petco Park
663236,2022-04-18,2022,Boston Red Sox,111,Minnesota Twins,142,3,8,0,Minnesota Twins,Boston Red Sox,Rich Hill,Dylan Bundy,Fenway Park
663197,2022-04-18,2022,Chicago Cubs,112,Tampa Bay Rays,139,4,2,1,Chicago Cubs,Tampa Bay Rays,Kyle Hendricks,Shane McClanahan,Wrigley Field
661242,2022-04-18,2022,Milwaukee Brewers,158,Pittsburgh Pirates,134,6,1,1,Milwaukee Brewers,Pittsburgh Pirates,Eric Lauer,Zach Thompson,American Family Field
662928,2022-04-18,2022,Houston Astros,117,Los Angeles Angels,108,8,3,1,Houston Astros,Los Angeles Angels,Luis Garcia,Michael Lorenzen,Minute Maid Park
662929,2022-04-18,2022,Colorado Rockies,115,Philadelphia Phillies,143,4,1,1,Colorado Rockies,Philadelphia Phillies,Chad Kuhl,Aaron Nola,Coors Field
662407,2022-04-18,2022,Oakland Athletics,133,Baltimore Orioles,110,5,1,1,Oakland Athletics,Baltimore Orioles,Frankie Montas,Spenser Watkins,Oakland Coliseum
662233,2022-04-18,2022,San Diego Padres,135,Cincinnati Reds,113,4,1,1,San Diego Padres,Cincinnati Reds,Sean Manaea,Nick Lodolo,Petco Park
662617,2022-04-18,2022,Los Angeles Dodgers,119,Atlanta Braves,144,7,4,1,Los Angeles Dodgers,Atlanta Braves,Clayton Kershaw,Huascar Ynoa,Dodger Stadium
662587,2022-04-19,2022,Washington Nationals,120,Arizona Diamondbacks,109,6,1,1,Washington Nationals,Arizona Diamondbacks,Josiah Gray,Madison Bumgarner,Nationals Park
662583,2022-04-19,2022,Washington Nationals,120,Arizona Diamondbacks,109,1,0,1,Washington Nationals,Arizona Diamondbacks,Joan Adon,Tyler Gilbert,Nationals Park
662350,2022-04-19,2022,New York Mets,121,San Francisco Giants,137,5,4,1,New York Mets,San Francisco Giants,Tylor Megill,Alex Cobb,Citi Field
662616,2022-04-19,2022,New York Mets,121,San Francisco Giants,137,3,1,1,New York Mets,San Francisco Giants,Max Scherzer,Logan Webb,Citi Field
661405,2022-04-19,2022,Miami Marlins,146,St. Louis Cardinals,138,1,5,0,St. Louis Cardinals,Miami Marlins,Jesús Luzardo,Adam Wainwright,loanDepot park
662896,2022-04-19,2022,Detroit Tigers,116,New York Yankees,147,2,4,0,New York Yankees,Detroit Tigers,Tyler Alexander,Gerrit Cole,Comerica Park
663249,2022-04-19,2022,Boston Red Sox,111,Toronto Blue Jays,141,2,1,1,Boston Red Sox,Toronto Blue Jays,Nathan Eovaldi,Yusei Kikuchi,Fenway Park
663196,2022-04-19,2022,Chicago Cubs,112,Tampa Bay Rays,139,5,6,0,Tampa Bay Rays,Chicago Cubs,Justin Steele,Matt Wisler,Wrigley Field
661211,2022-04-19,2022,Milwaukee Brewers,158,Pittsburgh Pirates,134,5,2,1,Milwaukee Brewers,Pittsburgh Pirates,Corbin Burnes,JT Brubaker,American Family Field
662927,2022-04-19,2022,Houston Astros,117,Los Angeles Angels,108,2,7,0,Los Angeles Angels,Houston Astros,Framber Valdez,Patrick Sandoval,Minute Maid Park
662753,2022-04-19,2022,Kansas City Royals,118,Minnesota Twins,142,4,3,1,Kansas City Royals,Minnesota Twins,Carlos Hernández,Chris Archer,Kauffman Stadium
662925,2022-04-19,2022,Colorado Rockies,115,Philadelphia Phillies,143,6,5,1,Colorado Rockies,Philadelphia Phillies,Kyle Freeland,Kyle Gibson,Coors Field
