player_id,name,team_name,year,games,games_started,innings,wins,losses,ERA,WHIP,strikeouts,walks,hits_allowed,home_runs_allowed,K_per_9,BB_per_9,K_per_game,avg_innings_per_start
674370,Osvaldo Bido,Oakland Athletics,2024,16,9,63.1,5,3,3.41,1.09,63,26,43,3,8.95,3.69,7.0,7.011111111111111
621112,Paul Blackburn,Oakland Athletics,2024,9,9,51.0,4,2,4.41,1.16,38,14,45,8,6.71,2.47,4.222222222222222,5.666666666666667
671212,Joe Boyle,Oakland Athletics,2024,13,10,47.2,3,6,6.42,1.72,56,40,42,4,10.57,7.55,5.6,4.720000000000001
683155,Joey Estes,Oakland Athletics,2024,25,24,127.2,7,9,5.01,1.23,92,27,130,23,6.49,1.9,3.8333333333333335,5.3
669372,J.T. Ginn,Oakland Athletics,2024,8,6,34.0,1,1,4.24,1.32,29,9,36,4,7.68,2.38,4.833333333333333,5.666666666666667
663687,Hogan Harris,Oakland Athletics,2024,21,9,72.1,4,4,2.86,1.35,61,33,65,7,7.59,4.11,6.777777777777778,8.011111111111111
665622,Luis Medina,Oakland Athletics,2024,8,8,40.0,2,4,5.18,1.58,32,20,43,4,7.2,4.5,4.0,5.0
676664,JP Sears,Oakland Athletics,2024,32,32,180.2,11,13,4.38,1.22,137,49,172,28,6.82,2.44,4.28125,5.63125
687765,Mitch Spence,Oakland Athletics,2024,35,24,151.1,8,10,4.58,1.38,126,44,165,20,7.49,2.62,5.25,6.295833333333333
548389,Ross Stripling,Oakland Athletics,2024,22,14,85.1,2,11,6.01,1.54,49,22,109,7,5.17,2.32,3.5,6.078571428571428
622072,Alex Wood,Oakland Athletics,2024,9,9,39.1,1,3,5.26,1.78,33,19,51,6,7.55,4.35,3.6666666666666665,4.344444444444445
663559,Bailey Falter,Pittsburgh Pirates,2024,28,28,142.1,8,9,4.43,1.29,97,45,138,17,6.13,2.85,3.4642857142857144,5.075
594835,Marco Gonzales,Pittsburgh Pirates,2024,7,7,33.2,1,1,4.54,1.6,23,11,43,5,6.15,2.94,3.2857142857142856,4.742857142857143
683003,Jared Jones,Pittsburgh Pirates,2024,22,22,121.2,6,8,4.14,1.19,132,39,106,18,9.76,2.88,6.0,5.509090909090909
656605,Mitch Keller,Pittsburgh Pirates,2024,31,31,178.0,11,12,4.25,1.3,166,50,182,23,8.39,2.53,5.354838709677419,5.741935483870968
682847,Luis Ortiz,Pittsburgh Pirates,2024,37,15,135.2,7,6,3.32,1.11,107,42,109,16,7.1,2.79,7.133333333333334,9.013333333333332
527048,Martín Pérez,Pittsburgh Pirates,2024,16,16,83.0,2,5,5.2,1.65,63,32,105,13,6.83,3.47,3.9375,5.1875
682990,Quinn Priester,Pittsburgh Pirates,2024,10,6,44.2,2,6,5.04,1.46,31,13,52,7,6.25,2.62,5.166666666666667,7.366666666666667
694973,Paul Skenes,Pittsburgh Pirates,2024,23,23,133.0,11,3,1.96,0.95,170,32,94,10,11.5,2.17,7.391304347826087,5.782608695652174
663765,Jake Woodford,Pittsburgh Pirates,2024,7,5,26.2,0,4,7.09,1.39,19,4,33,4,6.41,1.35,3.8,5.24
656302,Dylan Cease,San Diego Padres,2024,33,33,189.1,14,11,3.47,1.07,224,65,137,18,10.65,3.09,6.787878787878788,5.7303030303030305
506433,Yu Darvish,San Diego Padres,2024,16,16,81.2,7,3,3.31,1.07,78,22,65,12,8.6,2.42,4.875,5.075
650633,Michael King,San Diego Padres,2024,31,30,173.2,13,9,2.95,1.19,201,63,144,17,10.42,3.26,6.7,5.7733333333333325
800049,Adam Mazur,San Diego Padres,2024,8,8,33.2,1,3,7.49,1.81,22,21,40,6,5.88,5.61,2.75,4.15
605397,Joe Musgrove,San Diego Padres,2024,19,19,99.2,6,5,3.88,1.17,101,23,94,14,9.12,2.08,5.315789473684211,5.221052631578948
681190,Randy Vásquez,San Diego Padres,2024,20,20,98.0,4,7,4.87,1.51,62,29,119,13,5.69,2.66,3.1,4.9
663362,Matt Waldron,San Diego Padres,2024,27,26,146.2,7,11,4.91,1.26,133,40,145,21,8.16,2.45,5.115384615384615,5.623076923076923
622491,Luis Castillo,Seattle Mariners,2024,30,30,175.1,11,12,3.64,1.17,175,47,158,25,8.98,2.41,5.833333333333333,5.836666666666667
669302,Logan Gilbert,Seattle Mariners,2024,33,33,208.2,9,12,3.23,0.89,220,37,148,26,9.49,1.6,6.666666666666667,6.309090909090909
676106,Emerson Hancock,Seattle Mariners,2024,12,12,60.2,4,4,4.75,1.34,39,19,62,12,5.79,2.82,3.25,5.016666666666667
